"2019/02/15 Statistics of Order Book & Trade per 5 Seconds"
"Time","Acc. Bid Orders","Acc. Bid Volume","Acc. Ask Orders","Acc. Ask Volume","Acc. Transaction","Acc. Trade Volume","Acc. Trade Value (NT$M)",
"10:09:55","2,132,180","20,871,207","2,406,482","9,572,440","410,059","2,150,849","44,304",
"10:10:00","2,133,483","20,891,155","2,408,250","9,576,067","410,372","2,151,748","44,336",
"10:10:05","2,134,843","20,899,507","2,410,092","9,577,833","410,705","2,153,502","44,366",
"10:10:10","2,135,968","20,912,591","2,411,504","9,586,428","410,913","2,154,115","44,385",
"10:10:15","2,137,251","20,916,817","2,413,129","9,590,811","411,145","2,154,944","44,404",
"10:10:20","2,138,229","20,910,541","2,414,621","9,580,331","411,359","2,155,664","44,421",
"10:10:25","2,139,552","20,912,448","2,416,395","9,583,038","411,615","2,156,201","44,447",
"10:10:30","2,140,691","20,916,301","2,418,064","9,599,250","411,876","2,157,130","44,469",
"10:10:35","2,141,838","20,909,396","2,419,615","9,594,525","412,147","2,158,543","44,491",
"10:10:40","2,143,050","20,891,875","2,421,300","9,580,133","412,498","2,159,551","44,529",
"10:10:45","2,144,357","20,897,748","2,423,016","9,591,523","412,768","2,160,703","44,567",
"10:10:50","2,145,495","20,910,390","2,424,490","9,597,152","413,012","2,161,417","44,587",
"10:10:55","2,146,995","20,905,486","2,426,441","9,598,670","413,401","2,165,160","44,641",
"10:11:00","2,148,552","20,908,246","2,428,369","9,573,727","413,704","2,165,952","44,669",
"10:11:05","2,150,336","20,902,839","2,430,380","9,568,427","413,975","2,166,484","44,691",
"10:11:10","2,152,097","20,892,642","2,432,612","9,562,221","414,212","2,167,375","44,709",
"10:11:15","2,153,019","20,920,330","2,434,092","9,581,865","414,513","2,168,349","44,734",
"10:11:20","2,154,157","20,893,329","2,435,604","9,564,443","414,742","2,168,962","44,753",
"10:11:25","2,156,103","20,922,379","2,437,975","9,589,177","415,004","2,170,107","44,785",
"10:11:30","2,158,242","20,902,803","2,440,471","9,582,043","415,304","2,172,234","44,812",
"10:11:35","2,159,604","20,906,810","2,442,191","9,586,665","415,781","2,175,594","44,886",
"10:11:40","2,161,328","20,911,248","2,444,216","9,602,931","416,266","2,177,211","44,941",
"10:11:45","2,163,089","20,896,997","2,446,552","9,617,394","416,912","2,180,477","45,042",
"10:11:50","2,164,638","20,902,631","2,448,709","9,616,105","417,361","2,182,069","45,110",
"10:11:55","2,167,531","20,912,375","2,452,412","9,616,157","417,858","2,184,106","45,166",
"10:12:00","2,169,422","20,912,935","2,454,892","9,606,291","418,440","2,186,224","45,242",
"10:12:05","2,171,909","20,885,002","2,457,958","9,592,883","418,914","2,187,818","45,284",
"10:12:10","2,173,409","20,892,503","2,459,952","9,596,009","419,269","2,188,773","45,315",
"10:12:15","2,175,255","20,890,181","2,462,126","9,598,753","419,619","2,189,701","45,346",
"10:12:20","2,176,884","20,875,695","2,464,376","9,597,604","419,991","2,191,321","45,379",
"10:12:25","2,178,309","20,872,234","2,466,074","9,597,743","420,285","2,192,913","45,404",
"10:12:30","2,179,471","20,878,373","2,467,576","9,597,546","420,577","2,193,871","45,434",
"10:12:35","2,181,108","20,859,855","2,469,556","9,587,466","420,891","2,194,947","45,463",
"10:12:40","2,183,002","20,873,280","2,471,492","9,599,170","421,218","2,195,946","45,498",
"10:12:45","2,184,315","20,861,921","2,473,247","9,602,244","421,550","2,197,434","45,533",
"10:12:50","2,185,919","20,871,622","2,475,319","9,592,928","421,883","2,198,340","45,561",
"10:12:55","2,187,204","20,876,694","2,477,070","9,607,507","422,273","2,200,084","45,599",
"10:13:00","2,188,776","20,889,372","2,479,104","9,607,582","422,598","2,201,284","45,627",
"10:13:05","2,190,408","20,849,050","2,481,357","9,577,613","422,990","2,203,286","45,667",
"10:13:10","2,191,634","20,910,032","2,483,238","9,609,367","423,378","2,205,337","45,695",
"10:13:15","2,193,247","20,928,671","2,485,248","9,618,139","423,664","2,206,881","45,729",
"10:13:20","2,194,360","20,873,006","2,486,908","9,589,770","423,993","2,208,149","45,760",
"10:13:25","2,196,120","20,888,686","2,489,043","9,582,604","424,284","2,209,090","45,792",
"10:13:30","2,197,407","20,912,917","2,490,765","9,634,498","424,559","2,210,386","45,822",
"10:13:35","2,198,879","20,888,867","2,492,742","9,630,556","424,830","2,211,133","45,853",
"10:13:40","2,200,330","20,912,619","2,494,644","9,633,974","425,037","2,211,775","45,872",
"10:13:45","2,201,687","20,923,769","2,496,552","9,642,121","425,317","2,212,580","45,894",
"10:13:50","2,203,025","20,921,677","2,498,446","9,635,487","425,610","2,214,178","45,921",
"10:13:55","2,204,164","20,923,289","2,500,116","9,649,738","425,893","2,214,922","45,946",
"10:14:00","2,205,444","20,902,774","2,501,731","9,631,022","426,165","2,215,897","45,975",
"10:14:05","2,206,582","20,907,882","2,503,866","9,654,340","426,499","2,217,309","46,006",
"10:14:10","2,208,651","20,898,354","2,506,460","9,641,124","426,953","2,219,613","46,065",
"10:14:15","2,209,970","20,922,011","2,508,293","9,652,391","427,243","2,220,590","46,094",
"10:14:20","2,211,603","20,902,470","2,510,384","9,655,519","427,568","2,222,539","46,140",
"10:14:25","2,212,892","20,917,208","2,512,088","9,658,463","427,876","2,223,470","46,169",
"10:14:30","2,214,393","20,888,639","2,513,857","9,651,772","428,141","2,224,547","46,199",
"10:14:35","2,215,992","20,905,479","2,515,944","9,664,342","428,390","2,225,380","46,221",
"10:14:40","2,217,320","20,894,812","2,517,731","9,640,755","428,688","2,226,531","46,245",
"10:14:45","2,218,789","20,901,346","2,519,831","9,651,842","428,992","2,227,559","46,272",
"10:14:50","2,220,797","20,873,671","2,522,301","9,642,804","429,364","2,229,595","46,313",
"10:14:55","2,222,366","20,942,288","2,524,310","9,642,567","429,650","2,230,574","46,342",
"10:15:00","2,224,480","20,939,043","2,526,724","9,652,310","430,027","2,232,440","46,397",
"10:15:05","2,225,818","20,938,105","2,528,685","9,656,658","430,556","2,234,595","46,452",
"10:15:10","2,227,107","20,947,891","2,530,768","9,657,582","430,928","2,236,573","46,485",
"10:15:15","2,229,044","20,948,345","2,532,975","9,661,904","431,265","2,238,108","46,532",
"10:15:20","2,230,573","20,933,424","2,534,927","9,655,091","431,579","2,238,914","46,559",
"10:15:25","2,232,526","20,935,984","2,537,248","9,660,761","431,881","2,240,077","46,588",
"10:15:30","2,234,097","20,934,106","2,539,249","9,667,321","432,161","2,240,694","46,620",
"10:15:35","2,235,625","20,928,849","2,541,103","9,682,804","432,540","2,243,991","46,683",
"10:15:40","2,236,877","20,924,539","2,542,820","9,666,822","432,809","2,244,903","46,710",
"10:15:45","2,238,513","20,931,947","2,544,897","9,668,863","433,112","2,246,208","46,745",
"10:15:50","2,240,091","20,924,949","2,547,083","9,680,441","433,466","2,249,438","46,789",
"10:15:55","2,242,976","20,912,399","2,550,425","9,673,477","433,852","2,251,484","46,849",
"10:16:00","2,244,952","20,905,366","2,552,765","9,686,534","434,191","2,252,817","46,884",
"10:16:05","2,246,921","20,913,009","2,554,774","9,689,937","434,489","2,253,835","46,911",
"10:16:10","2,248,451","20,931,698","2,556,765","9,699,473","434,827","2,255,048","46,941",
"10:16:15","2,250,145","20,942,152","2,558,852","9,697,959","435,198","2,256,573","46,978",
"10:16:20","2,252,089","20,939,603","2,561,168","9,710,131","435,640","2,258,095","47,035",
"10:16:25","2,253,917","20,944,938","2,563,385","9,704,274","435,969","2,259,194","47,064",
"10:16:30","2,255,702","20,956,505","2,565,703","9,707,614","436,308","2,260,443","47,095",
"10:16:35","2,257,066","20,976,733","2,567,504","9,714,055","436,624","2,261,477","47,124",
"10:16:40","2,258,811","20,960,189","2,569,584","9,696,320","436,899","2,262,389","47,148",
"10:16:45","2,261,254","20,944,661","2,572,606","9,699,128","437,194","2,263,426","47,179",
"10:16:50","2,262,969","20,939,595","2,574,845","9,711,587","437,527","2,264,535","47,214",
"10:16:55","2,264,501","20,967,024","2,576,847","9,714,818","437,794","2,265,732","47,250",
"10:17:00","2,266,260","20,962,111","2,579,020","9,700,930","438,146","2,266,579","47,292",
"10:17:05","2,267,783","20,962,407","2,581,028","9,721,694","438,500","2,268,186","47,335",
"10:17:10","2,269,585","20,947,023","2,583,302","9,717,176","438,927","2,269,450","47,384",
"10:17:15","2,272,002","20,954,686","2,585,876","9,719,500","439,270","2,270,589","47,418",
"10:17:20","2,273,273","20,954,523","2,587,521","9,728,957","439,581","2,271,718","47,454",
"10:17:25","2,274,990","20,937,909","2,589,494","9,727,090","440,091","2,274,570","47,500",
"10:17:30","2,276,803","20,941,676","2,591,732","9,708,353","440,489","2,276,386","47,545",
"10:17:35","2,278,290","20,962,510","2,593,716","9,729,807","440,856","2,277,623","47,583",
"10:17:40","2,280,009","20,955,570","2,595,972","9,716,495","441,208","2,278,604","47,617",
"10:17:45","2,281,330","20,933,606","2,597,854","9,728,841","441,547","2,279,946","47,652",
"10:17:50","2,282,797","20,952,497","2,600,107","9,723,284","441,909","2,281,079","47,689",
"10:17:55","2,284,055","20,978,998","2,602,039","9,727,496","442,264","2,282,418","47,723",
"10:18:00","2,285,965","20,973,046","2,604,392","9,738,745","442,750","2,284,067","47,759",
"10:18:05","2,288,369","20,967,400","2,607,192","9,743,936","443,197","2,286,327","47,804",
"10:18:10","2,290,083","20,954,234","2,609,701","9,744,088","443,588","2,287,603","47,844",
"10:18:15","2,291,629","20,965,828","2,611,607","9,751,282","443,953","2,288,724","47,888",
"10:18:20","2,293,528","20,964,959","2,614,045","9,748,170","444,397","2,291,511","47,939",
"10:18:25","2,295,268","20,951,424","2,616,370","9,743,286","444,861","2,294,257","47,994",
"10:18:30","2,297,424","20,953,014","2,619,086","9,757,314","445,420","2,296,142","48,066",
"10:18:35","2,300,448","20,940,363","2,622,932","9,746,052","446,255","2,299,903","48,187",
"10:18:40","2,303,501","20,923,803","2,626,854","9,750,312","446,895","2,303,270","48,274",
"10:18:45","2,306,150","20,937,304","2,630,178","9,765,926","447,540","2,305,488","48,356",
"10:18:50","2,308,793","20,961,758","2,633,420","9,776,510","448,259","2,308,927","48,433",
"10:18:55","2,311,235","20,949,227","2,636,557","9,786,920","448,732","2,310,970","48,486",
"10:19:00","2,312,958","20,966,364","2,639,088","9,786,157","449,256","2,313,494","48,540",
"10:19:05","2,315,031","20,960,442","2,641,799","9,784,072","449,877","2,315,761","48,607",
"10:19:10","2,316,991","20,957,605","2,644,525","9,799,165","450,394","2,317,482","48,661",
"10:19:15","2,319,937","20,893,961","2,648,339","9,762,870","450,906","2,320,857","48,723",
"10:19:20","2,322,347","20,934,338","2,651,123","9,783,974","451,466","2,322,832","48,780",
"10:19:25","2,325,268","20,927,929","2,654,387","9,781,026","452,024","2,325,933","48,853",
"10:19:30","2,328,189","20,957,105","2,657,708","9,790,526","452,496","2,327,954","48,902",
"10:19:35","2,330,405","20,934,336","2,660,276","9,784,988","452,972","2,330,782","48,966",
"10:19:40","2,332,310","20,933,117","2,662,823","9,786,381","453,506","2,333,296","49,049",
"10:19:45","2,334,645","20,938,204","2,665,340","9,795,436","453,947","2,335,234","49,112",
"10:19:50","2,336,523","20,925,712","2,667,666","9,794,758","454,454","2,337,285","49,220",
"10:19:55","2,338,983","20,934,112","2,670,584","9,808,534","454,943","2,339,243","49,292",
"10:20:00","2,341,556","20,920,788","2,673,673","9,799,000","455,425","2,341,404","49,354",
"10:20:05","2,344,223","20,975,136","2,677,099","9,801,189","455,851","2,342,940","49,401",
"10:20:10","2,347,161","20,978,645","2,680,897","9,815,197","456,343","2,345,150","49,453",
"10:20:15","2,349,180","21,011,931","2,683,705","9,806,862","456,772","2,346,568","49,500",
"10:20:20","2,352,244","20,954,523","2,687,219","9,798,985","457,255","2,348,503","49,557",
"10:20:25","2,355,955","20,904,913","2,691,751","9,767,339","457,852","2,350,742","49,630",
"10:20:30","2,359,005","20,931,409","2,695,385","9,790,320","458,367","2,353,409","49,689",
"10:20:35","2,363,018","20,920,328","2,699,650","9,804,140","459,081","2,359,549","49,789",
"10:20:40","2,366,566","20,919,948","2,704,173","9,799,218","459,754","2,362,303","49,863",
"10:20:45","2,369,615","20,948,702","2,708,227","9,816,917","460,543","2,365,115","49,943",
"10:20:50","2,372,761","20,921,938","2,711,869","9,823,355","461,059","2,366,767","49,993",
"10:20:55","2,375,001","20,969,950","2,714,960","9,835,629","461,607","2,368,373","50,060",
"10:21:00","2,377,912","20,975,609","2,718,628","9,840,219","462,054","2,369,870","50,101",
"10:21:05","2,381,178","20,967,675","2,722,506","9,827,601","462,733","2,372,318","50,178",
"10:21:10","2,384,071","20,984,595","2,726,264","9,837,443","463,302","2,375,394","50,244",
"10:21:15","2,386,210","20,971,579","2,729,038","9,849,923","463,870","2,377,150","50,311",
"10:21:20","2,389,034","20,957,564","2,732,552","9,843,823","464,366","2,379,141","50,353",
"10:21:25","2,391,549","20,982,678","2,735,503","9,849,798","464,888","2,381,269","50,413",
"10:21:30","2,394,150","21,001,449","2,738,651","9,840,642","465,405","2,383,382","50,467",
"10:21:35","2,396,489","21,015,623","2,741,648","9,865,970","465,830","2,385,169","50,511",
"10:21:40","2,398,184","21,007,179","2,743,896","9,865,869","466,336","2,386,851","50,565",
"10:21:45","2,400,868","21,000,256","2,747,198","9,873,666","466,932","2,389,123","50,635",
"10:21:50","2,402,931","20,991,470","2,750,008","9,872,433","467,559","2,392,857","50,742",
"10:21:55","2,405,552","20,985,008","2,753,180","9,872,727","468,238","2,396,102","50,845",
"10:22:00","2,408,190","20,995,689","2,756,957","9,894,300","468,910","2,398,447","50,927",
"10:22:05","2,410,203","21,022,254","2,759,683","9,897,140","469,494","2,400,820","50,991",
"10:22:10","2,413,520","21,002,869","2,763,360","9,880,626","470,311","2,404,404","51,105",
"10:22:15","2,416,147","21,009,279","2,766,429","9,879,897","470,919","2,406,331","51,168",
"10:22:20","2,419,037","20,993,154","2,770,087","9,875,166","471,403","2,407,992","51,225",
"10:22:25","2,421,091","20,982,835","2,772,526","9,893,963","472,016","2,410,902","51,290",
"10:22:30","2,423,778","21,019,302","2,775,760","9,892,257","472,602","2,414,279","51,352",
"10:22:35","2,425,655","21,029,575","2,778,186","9,889,489","473,106","2,416,321","51,413",
"10:22:40","2,427,619","21,026,547","2,780,984","9,895,870","473,573","2,418,538","51,456",
"10:22:45","2,429,696","21,012,367","2,783,704","9,884,033","474,217","2,421,686","51,542",
"10:22:50","2,431,599","21,016,564","2,786,617","9,889,125","474,886","2,424,023","51,622",
"10:22:55","2,434,333","21,024,977","2,789,642","9,885,329","475,420","2,426,360","51,700",
"10:23:00","2,437,325","21,017,285","2,792,572","9,874,404","476,028","2,428,510","51,764",
"10:23:05","2,439,591","21,009,266","2,795,398","9,889,061","476,475","2,430,358","51,819",
"10:23:10","2,442,054","21,020,783","2,798,516","9,890,499","477,131","2,433,286","51,933",
"10:23:15","2,445,232","21,006,053","2,802,420","9,890,704","477,856","2,438,302","52,031",
"10:23:20","2,447,788","21,008,242","2,805,452","9,899,373","478,670","2,441,443","52,178",
"10:23:25","2,450,225","20,988,529","2,808,473","9,897,307","479,271","2,443,473","52,245",
"10:23:30","2,453,523","20,990,993","2,811,802","9,894,280","479,839","2,445,961","52,335",
"10:23:35","2,456,219","20,958,885","2,814,812","9,892,508","480,354","2,448,995","52,384",
"10:23:40","2,458,438","20,975,194","2,817,729","9,893,626","480,831","2,450,477","52,434",
"10:23:45","2,460,223","20,991,608","2,820,177","9,895,715","481,353","2,452,263","52,491",
"10:23:50","2,462,923","21,012,235","2,823,556","9,904,624","481,854","2,454,402","52,538",
"10:23:55","2,465,172","21,024,870","2,826,098","9,918,161","482,382","2,456,149","52,594",
"10:24:00","2,467,102","21,023,481","2,828,518","9,918,222","482,846","2,457,633","52,638",
"10:24:05","2,469,544","21,043,164","2,831,541","9,921,964","483,314","2,459,391","52,688",
"10:24:10","2,471,732","21,026,684","2,834,532","9,914,303","483,792","2,461,026","52,733",
"10:24:15","2,474,000","21,045,255","2,837,268","9,922,713","484,262","2,462,423","52,776",
"10:24:20","2,476,736","21,058,186","2,840,296","9,898,133","484,751","2,464,125","52,842",
"10:24:25","2,479,712","21,048,319","2,843,753","9,894,559","485,154","2,466,032","52,896",
"10:24:30","2,482,792","21,012,576","2,847,058","9,884,792","485,513","2,467,595","52,931",
"10:24:35","2,485,414","21,019,327","2,850,290","9,879,114","485,832","2,468,972","52,971",
"10:24:40","2,487,498","21,048,481","2,853,072","9,899,149","486,225","2,470,832","53,011",
"10:24:45","2,489,989","21,052,254","2,856,203","9,880,148","486,620","2,472,196","53,044",
"10:24:50","2,492,358","21,070,386","2,859,006","9,909,210","486,944","2,473,390","53,071",
"10:24:55","2,494,781","21,072,550","2,861,857","9,900,366","487,300","2,474,451","53,110",
"10:25:00","2,497,152","21,105,995","2,864,661","9,919,849","487,651","2,475,786","53,153",
"10:25:05","2,499,684","21,111,093","2,867,986","9,918,295","488,000","2,476,836","53,199",
"10:25:10","2,502,654","21,087,260","2,871,026","9,911,287","488,441","2,478,764","53,256",
"10:25:15","2,505,794","21,076,543","2,874,683","9,913,869","488,896","2,479,886","53,305",
"10:25:20","2,509,013","21,101,424","2,878,095","9,908,771","489,444","2,483,465","53,355",
"10:25:25","2,511,410","21,087,675","2,880,827","9,910,465","489,852","2,484,909","53,397",
